gene_name	count	chrom	pos	interpro_id	interpro_descr	db	db_acc	aa_start	aa_stop	num_exons_spanned	gene_id
OR4F5	5	1	69184	IPR019424	7TM_GPCR_olfarory/Srsx	pfam	PF10320	32	290	1	ENSG00000186092
OR4F5	5	1	69190	IPR000276	GPCR_Rhodpsn	pfam	PF00001	34	280	1	ENSG00000186092
OR4F5	5	1	69190	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	34	280	1	ENSG00000186092
OR4F5	1	1	69454	IPR000725	Olfact_rcpt	prints	PR00245	122	134	1	ENSG00000186092
OR4F5	0	1	69595	IPR000725	Olfact_rcpt	prints	PR00245	169	185	1	ENSG00000186092
OR4F5	0	1	69874	IPR000276	GPCR_Rhodpsn	prints	PR00237	262	288	1	ENSG00000186092
NOC2L	2	1	880173	IPR016024	ARM-type_fold	superfamily	SSF48371	247	717	13	ENSG00000188976
HES4	0	1	934907	IPR011598	bHLH_dom	smart	SM00353	66	123	2	ENSG00000188290
HES4	0	1	934916	IPR011598	bHLH_dom	superfamily	SSF47459	60	120	2	ENSG00000188290
HES4	0	1	934922	IPR011598	bHLH_dom	pfscan	PS50888	50	118	2	ENSG00000188290
HES4	0	1	934925	IPR011598	bHLH_dom	pfam	PF00010	64	117	2	ENSG00000188290
ISG15	1	1	949367	IPR000626	Ubiquitin_dom	pfscan	PS50053	3	80	1	ENSG00000187608
ISG15	1	1	949382	IPR000626	Ubiquitin_dom	pfam	PF00240	8	75	1	ENSG00000187608
AGRN	0	1	984252	IPR008985	ConA-like_lec_gl_sf	superfamily	SSF49899	1371	1548	3	ENSG00000188157
AGRN	0	1	984255	IPR001791	Laminin_G	pfscan	PS50025	1372	1548	3	ENSG00000188157
AGRN	0	1	984315	IPR001791	Laminin_G	smart	SM00282	1392	1528	3	ENSG00000188157
AGRN	0	1	984339	IPR001791	Laminin_G	pfam	PF00054	1400	1530	3	ENSG00000188157
AGRN	0	1	986998	IPR008985	ConA-like_lec_gl_sf	superfamily	SSF49899	1846	2045	5	ENSG00000188157
AGRN	0	1	987134	IPR001791	Laminin_G	pfscan	PS50025	1864	2042	4	ENSG00000188157
AGRN	0	1	989146	IPR001791	Laminin_G	smart	SM00282	1889	2025	3	ENSG00000188157
AGRN	0	1	989170	IPR001791	Laminin_G	pfam	PF02210	1897	2023	3	ENSG00000188157
AGRN	0	1	989173	IPR001791	Laminin_G	pfam	PF00054	1898	2028	3	ENSG00000188157
TTLL10	0	1	1117754	IPR004344	TTL/TTLL_fam	pfam	PF03133	282	541	7	ENSG00000162571
GLTPD1	1	1	1262339	IPR014830	Glycolipid_transfer_prot_dom	superfamily	SSF110004	17	214	2	ENSG00000224051
GLTPD1	1	1	1262366	IPR014830	Glycolipid_transfer_prot_dom	pfam	PF08718	26	177	2	ENSG00000224051
TAS1R3	1	1	1266801	IPR028082	Peripla_BP_I	superfamily	SSF53822	26	489	4	ENSG00000169962
TAS1R3	1	1	1267040	IPR001828	ANF_lig-bd_rcpt	pfam	PF01094	72	462	3	ENSG00000169962
TAS1R3	1	1	1267488	IPR000337	GPCR_3	prints	PR00248	193	209	1	ENSG00000169962
CCNL2	0	1	1322614	IPR017060	Cyclin_L	pirsf	PIRSF036580	1	520	11	ENSG00000221978
ANKRD65	1	1	1354582	IPR020683	Ankyrin_rpt-contain_dom	pfscan	PS50297	40	366	3	ENSG00000235098
ANKRD65	1	1	1354600	IPR020683	Ankyrin_rpt-contain_dom	superfamily	SSF48403	42	360	3	ENSG00000235098
ANKRD65	1	1	1354780	IPR002110	Ankyrin_rpt	pfscan	PS50088	268	300	1	ENSG00000235098
ANKRD65	1	1	1354783	IPR002110	Ankyrin_rpt	pfam	PF00023	268	299	1	ENSG00000235098
ANKRD65	1	1	1354789	IPR002110	Ankyrin_rpt	smart	SM00248	268	297	1	ENSG00000235098
ATAD3C	1	1	1387444	IPR021911	DUF3523	pfam	PF12037	32	110	3	ENSG00000215915
ATAD3C	0	1	1390849	IPR027417	P-loop_NTPase	superfamily	SSF52540	130	387	8	ENSG00000215915
ATAD3C	0	1	1391237	IPR003593	AAA+_ATPase	smart	SM00382	169	302	5	ENSG00000215915
ATAD3C	0	1	1391249	IPR003959	ATPase_AAA_core	pfam	PF00004	173	299	5	ENSG00000215915
ATAD3B	0	1	1407334	IPR021911	DUF3523	pfam	PF12037	24	286	8	ENSG00000160072
ATAD3B	1	1	1421168	IPR027417	P-loop_NTPase	superfamily	SSF52540	305	562	8	ENSG00000160072
ATAD3B	1	1	1421556	IPR003593	AAA+_ATPase	smart	SM00382	344	477	5	ENSG00000160072
ATAD3B	1	1	1421568	IPR003959	ATPase_AAA_core	pfam	PF00004	348	474	5	ENSG00000160072
SLC35E2B	0	1	1597317	IPR013657	UAA	pfam	PF08449	80	374	8	ENSG00000189339
SLC35E2B	0	1	1597335	IPR004853	Tpt_PEP_trans_dom	pfam	PF03151	224	368	5	ENSG00000189339
